id,box_completed,dsteps,duplicates,first_move_time,first_push_time,guan_time,num,num_higher_than_sd,optstep,p_optimal,rest_mean,rest_sd,result_flag,same_with_optimal,steps
190110,0,-18,0,5.079996,5.859995,15.34016,4,2,27,0.037037037037037035,0.413338333333,0.218115147118,3,1,9
190110,0,-33,0,2.759998,7.999993,15.60017,5,1,42,0.11904761904761904,0.591434871429,0.858131959556,3,5,9
190110,2,8,1,12.20009,15.76017,28.98047,6,5,23,0.782608695652174,0.439210048,0.302218029352,2,18,31
190110,2,0,0,6.919994,12.7001,24.80038,7,4,29,1.0344827586206897,0.433343220833,0.577054474578,1,30,29
190110,0,-18,0,7.279994,9.260022,18.08022,8,3,33,0.15151515151515152,0.409099318182,0.200355951019,3,5,15
190110,1,-23,0,9.840035,11.94008,28.56046,9,1,44,0.045454545454545456,0.673699594737,0.802736371545,3,2,21
190110,2,-34,0,18.36023,19.52026,27.52044,10,2,46,0.021739130434782608,0.433343266667,0.225210379503,3,1,12
190110,1,-12,1,7.599994,11.92008,29.16048,11,3,41,0.3170731707317073,0.498411016,0.605025363117,3,13,29
190110,1,-20,1,6.059995,25.6404,39.78072,12,2,34,0.23529411764705882,0.4709199,2.7071124119,3,8,14
190110,1,13,4,7.319994,10.66005,54.06105,13,7,36,0.2777777777777778,0.528792163415,0.966345465956,3,10,49
190110,1,-15,0,20.08027,32.92056,50.40096,14,1,24,0.16666666666666666,2.59148791429,2.67473878056,3,4,9
190110,3,2,0,2.719998,8.960015,28.00045,15,2,20,0.5,0.588433131579,2.05477844965,2,10,22
190110,1,4,4,6.339995,7.279994,39.70072,16,3,23,0.17391304347826086,0.75305896087,1.06201955715,3,4,27
190110,0,-19,0,11.88008,23.12034,30.0605,17,1,29,0.034482758620689655,0.9550218375,2.66717726958,3,1,10
190110,0,-15,4,10.14004,13.56012,34.3806,18,2,34,0.11764705882352941,0.91002075,0.75021141282,3,4,19
190110,0,-27,0,5.239996,11.48007,22.94033,19,2,43,0.09302325581395349,0.507701953846,0.435127871267,3,4,16
190110,0,-27,0,20.50028,23.20034,34.78061,20,2,40,0.175,0.78401791,0.712141485857,3,7,13
190111,3,11,1,4.159997,9.260022,32.82056,1,1,45,0.17777777777777778,0.461121053704,0.470855034316,2,8,56
190111,1,2,0,11.46007,13.44012,18.36023,2,4,17,0.9411764705882353,0.334293307143,0.0993085513729,2,16,19
190111,3,4,3,3.219998,9.000016,16.60019,3,1,20,1.05,0.457281545455,0.594332800528,2,21,24
190111,3,12,5,1.599999,29.02047,40.18073,4,4,27,1.037037037037037,0.522364367647,1.51632167678,2,28,39
190111,1,-6,1,2.519998,14.72015,28.10045,5,1,42,0.5238095238095238,0.502361867647,0.889049086144,3,22,36
190111,2,0,0,1.519999,9.020017,16.12018,6,2,23,1.0434782608695652,0.455007975,0.678188074389,1,24,23
190111,2,18,7,0.9999996,15.04015,32.32055,7,3,29,0.896551724137931,0.499545060465,0.801859297546,2,26,47
190111,2,8,1,7.899993,25.7404,40.64074,8,2,33,0.2727272727272727,0.455799923684,1.7447279443,2,9,41
190111,2,6,2,5.939995,23.22034,48.94093,9,4,44,0.5454545454545454,0.501788182222,1.44024798392,2,24,50
190111,0,-5,5,8.480004,44.28082,73.9596,10,2,46,0.21739130434782608,0.721578197368,4.53681279533,3,10,41
190111,2,16,4,2.099999,16.42019,53.64104,11,3,41,0.3902439024390244,0.525294018868,1.80573097399,2,16,57
190111,0,-2,3,1.239999,17.2202,32.70056,12,4,34,0.6764705882352942,0.481491285185,0.754773755201,3,23,32
190111,0,-15,4,2.979998,10.90006,15.58017,13,3,36,0.08333333333333333,0.384708658824,0.162542181501,3,3,21
190111,1,108,11,1.579999,46.72088,68.20057,14,8,24,0.25,0.394153657724,0.406455411048,3,6,132
190111,3,52,7,1.179999,24.20036,33.42057,15,9,20,0.5,0.379360914516,0.227857253133,2,10,72
190111,2,112,7,1.859999,83.89793,102.5948,16,4,23,0.13043478260869565,0.457679997692,1.95404279322,3,3,135
190111,1,175,15,2.199999,68.6005,105.7743,17,6,29,0.06896551724137931,0.39541488731,0.766876754331,3,2,204
190111,1,211,17,4.299997,105.2543,160.9576,18,7,34,0.14705882352941177,0.440418967932,1.97960509909,3,5,245
190111,1,14,5,1.12,9.760034,45.06084,19,5,43,0.11627906976744186,0.454517929412,0.822584046195,3,5,57
190111,2,56,10,1.12,30.88052,79.09874,20,4,40,0.95,0.536683494505,1.59758234287,2,38,96
190112,0,-39,0,0.9599996,0.9599996,15.64017,1,1,45,0.022222222222222223,0.569999525,1.13684371295,3,1,6
190112,1,12,0,9.240022,11.24007,34.7206,2,1,17,1.0588235294117647,0.381490218519,2.74417124636,2,18,29
190112,3,2,0,3.219998,4.999996,15.36016,3,2,20,0.3,0.416848731579,0.517000672082,2,6,22
190112,3,0,0,4.559997,5.859995,15.26016,4,4,27,1.037037037037037,0.366370068182,0.127488806776,1,28,27
190112,1,-10,0,1.619999,6.439995,39.38071,5,1,42,0.19047619047619047,0.568007916667,3.18511688627,3,8,32
190112,2,0,0,1.999999,4.759996,11.02006,6,2,23,1.0434782608695652,0.366003235,0.15192378201,1,24,23
190112,2,0,0,3.279998,6.159995,20.44028,7,2,29,1.0344827586206897,0.460006169231,0.582651479058,1,30,29
190112,0,0,1,2.359998,3.679997,37.60067,8,4,33,0.18181818181818182,0.502149875,0.360190395319,3,6,33
190112,0,-32,0,7.839993,8.159997,27.50044,9,2,44,0.06818181818181818,0.426676022222,0.452325187765,3,3,12
190112,2,-20,0,5.659996,8.800012,30.82051,10,1,46,0.021739130434782608,0.485008775,1.13605267277,3,1,26
190112,1,-11,2,5.859995,9.140019,23.68035,11,2,41,0.3170731707317073,0.435563607407,0.545270962724,3,13,30
190112,1,-9,1,2.599998,32.54055,46.52087,12,1,34,0.47058823529411764,0.595665804348,5.41244415608,3,16,25
